@Relation anxiety

@Attribute gsr NUMERIC
@Attribute tempe NUMERIC
@Attribute hr NUMERIC
@Attribute anxiety NUMERIC

@DATA
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.52, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.42, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.72, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.57, 88.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.42, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
370.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.28, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.08, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.18, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 34.03, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.98, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.64, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.74, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 75.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.84, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.89, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
369.00, 33.69, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
368.00, 33.79, 80.00, 30
